"","start_time","haul","stationid","stratum","start_latitude","start_longitude","end_latitude","end_longitude","gear_depth","bottom_depth","surface_temperature","gear_temperature"
"61",2019-06-01 09:16:35,40,"79-55",11,54.59618,-163.44635,54.58923,-163.4661,97,105,7.7,6
"62",2019-06-01 11:23:08,41,"80-57",11,54.66954,-163.37035,54.65696,-163.38464,56,64,7.2,6.8
"63",2019-06-01 14:38:16,42,"83-56",11,54.63835,-163.15921,54.63933,-163.13257,60,68,7.3,6.6
"64",2019-06-01 16:45:09,43,"84-57",11,54.64605,-163.11961,54.64658,-163.09187,44,52,7.3,6.7
"65",2019-06-02 08:18:36,44,"91-68",12,55.149,-162.51213,55.14193,-162.49323,121,128,6.9,6
"66",2019-06-02 09:47:06,45,"91-68",12,55.15259,-162.51887,55.14193,-162.51182,101,108,6.9,6.1
"67",2019-06-02 12:05:56,46,"91-66",12,55.04464,-162.51715,55.03128,-162.51749,63,70,7.9,6.4
"68",2019-06-02 15:21:42,47,"87-59",12,54.73456,-162.79199,54.74046,-162.81291,91,98,8.1,5.7
"69",2019-06-02 17:49:53,48,"90-58",13,54.72033,-162.55454,54.70703,-162.55345,99,106,7.5,5.7
"70",2019-06-03 07:32:00,49,"94-52",110,54.45821,-162.2224,54.46286,-162.24356,137,144,7.6,5.7
"71",2019-06-03 10:16:28,50,"99-49",11,54.32157,-161.80158,54.33161,-161.81638,67,74,8,5.7
"72",2019-06-03 13:02:50,51,"103-47",111,54.26369,-161.51023,54.25324,-161.52609,119,126,7.9,6
"73",2019-06-03 15:16:58,52,"105-49",111,54.31676,-161.33919,54.3096,-161.31937,112,119,8.1,5.9
"74",2019-06-03 17:58:28,53,"108-49",111,54.33342,-161.04948,54.3424,-161.06545,119,125,7.4,5.9
"75",2019-06-04 07:26:09,54,"103-53",13,54.49357,-161.50366,54.50193,-161.48496,65,72,7.9,5.8
"76",2019-06-04 09:41:32,55,"107-55",13,54.58768,-161.18775,54.59526,-161.16825,86,93,7.6,6
"77",2019-06-04 11:51:04,56,"106-60",13,54.78197,-161.27325,54.79371,-161.25858,82,89,7.9,6
"78",2019-06-04 14:32:05,57,"109-62",13,54.88902,-160.98331,54.88853,-161.00765,81,88,7.7,6
"79",2019-06-04 16:14:50,58,"111-62",13,54.87592,-160.80507,54.88597,-160.82104,83,90,8,5.9
"80",2019-06-04 18:00:16,59,"112-62",13,54.88075,-160.77009,54.89207,-160.78626,81,88,7.9,6
"81",2019-06-05 07:24:11,60,"114-76",12,55.47043,-160.58875,55.45816,-160.58312,123,129,7.9,5.4
"82",2019-06-05 10:22:37,61,"107-72",12,55.31441,-161.20043,55.3079,-161.17815,38,45,8,7
"83",2019-06-05 12:19:06,62,"109-73",12,55.35616,-160.98836,55.34468,-161.00241,46,53,7.8,6.3
"84",2019-06-05 15:05:43,63,"110-65",13,55.00945,-160.90943,54.9986,-160.89287,102,109,8.1,5.9
"85",2019-06-05 18:33:31,64,"114-64",13,54.94792,-160.60546,54.94656,-160.58106,88,95,8.8,5.7
"86",2019-06-06 07:26:27,65,"113-56",110,54.61811,-160.67944,54.61578,-160.70191,117,124,8.5,6
"87",2019-06-08 07:28:35,66,"120-53",111,54.51687,-160.11162,54.51685,-160.11161,14,20,9,7.8
"88",2019-06-08 07:56:54,67,"120-53",110,54.51332,-160.10877,54.50007,-160.10713,109,116,9.1,5.7
"89",2019-06-08 11:39:14,68,"122-54",13,54.55564,-159.87772,54.55444,-159.89698,87,93,9.1,5.8
"90",2019-06-08 15:00:27,69,"125-62",13,57.78376,-152.42513,57.78376,-152.42512,0,7,NA,8.9
"91",2019-06-08 16:54:59,70,"121-60",13,54.78917,-160.00061,54.80265,-159.99618,63,70,8.5,6.3
"92",2019-06-09 07:41:50,71,"124-50",210,54.3588,-159.74687,54.35947,-159.7245,287,293,8.4,4.6
"93",2019-06-09 11:36:18,72,"129-51",310,54.41477,-159.33068,54.41637,-159.30787,421,427,8.6,4
"94",2019-06-09 13:52:32,73,"130-53",111,54.47995,-159.25528,54.48496,-159.23453,171,177,9.1,5.7
"95",2019-06-09 16:10:09,74,"132-55",111,54.5647,-159.11995,54.56768,-159.09681,112,118,8.8,6.1
"96",2021-07-29 06:59:20,230,"251-171",133,59.80604,-149.24903,59.81519,-149.26119,100,107,12.7,6
"97",2021-07-29 09:07:28,231,"255-173",33,59.92548,-148.93832,59.9144,-148.92088,80,87,13.2,6.4
"98",2021-07-29 11:02:27,232,"256-172",133,59.85676,-148.85303,59.86407,-148.83047,155,161,11,5.5
"99",2021-07-29 13:48:16,233,"262-173",133,59.91487,-148.39053,59.92666,-148.37674,162,168,12.6,5.6
"100",2021-07-29 16:04:19,234,"265-170",33,59.78688,-148.07344,59.77626,-148.09285,58,65,11.8,7.5
"101",2021-07-31 07:01:22,235,"276-162",134,59.3779,-147.22157,59.36439,-147.2232,186,193,12.9,5.8
"102",2021-07-31 09:26:19,236,"275-166",230,59.55569,-147.24822,59.5693,-147.2459,200,207,12.9,5.6
"103",2021-07-31 13:00:51,237,"283-174",41,59.96838,-146.62222,59.9818,-146.61612,65,72,13.9,6.7
"104",2021-07-31 14:36:19,238,"284-176",140,60.08028,-146.56562,60.09413,-146.56583,110,117,14.3,6.2
"105",2021-07-31 16:39:26,239,"287-177",41,60.13968,-146.28895,60.13557,-146.26218,69,76,13.5,7.7
"106",2021-08-01 06:54:14,240,"288-174",41,59.95127,-146.1942,59.96561,-146.19469,68,75,13.4,7.8
"107",2021-08-01 08:58:36,241,"292-178",140,60.1806,-145.89735,60.17193,-145.8751,104,110,13.7,6
"108",2021-08-01 13:44:41,242,"307-172",41,59.87895,-144.66048,59.88888,-144.64043,68,75,14.7,6.8
"109",2021-08-01 16:18:19,243,"306-167",140,59.63573,-144.70733,59.62738,-144.68615,140,147,15.1,5.8
"110",2021-08-02 07:01:17,244,"311-167",241,59.62543,-144.31633,59.62856,-144.29019,246,252,13.8,5.4
"111",2021-08-02 09:00:11,245,"316-170",141,59.75531,-143.91657,59.76274,-143.89339,114,121,14.6,5.4
"112",2021-08-02 11:53:28,246,"324-169",240,59.73075,-143.20555,59.74442,-143.20639,249,256,13.9,5.4
"113",2021-08-02 14:36:23,247,"327-167",241,59.64001,-142.97102,59.64695,-142.94911,269,275,15,5.4
"114",2021-08-02 17:58:56,248,"338-165",141,59.52838,-142.07294,59.53478,-142.09684,175,182,14.9,6
"115",2021-08-03 07:19:35,249,"344-173",40,59.93235,-141.60179,59.9383,-141.57575,57,64,11.9,10.8
"116",2021-08-03 09:18:46,250,"340-172",40,59.85686,-141.90738,59.8618,-141.93469,49,56,14.6,7
"117",2021-08-03 10:59:42,251,"340-169",141,59.72335,-141.9353,59.71439,-141.91263,110,117,14.9,5.9
"118",2021-08-03 13:13:05,252,"341-163",141,59.46038,-141.86206,59.46009,-141.8354,176,182,15.6,5.9
"119",2021-08-03 16:36:24,253,"345-156",341,59.11021,-141.53137,59.10133,-141.5113,332,338,15.4,4.6
"120",2021-08-04 06:58:24,254,"349-154",341,59.02169,-141.187,59.01794,-141.16066,311,317,15.1,5.1
"121",2021-08-04 09:04:53,255,"347-154",440,58.9978,-141.29081,59.00192,-141.32071,526,532,15,4.3
"122",2021-08-04 11:20:32,256,"349-154",241,59.01433,-141.13932,59.01232,-141.13109,152,158,15.6,6.1
"123",2021-08-04 12:07:31,257,"350-154",341,59.01319,-141.12932,59.00754,-141.10167,311,317,15.6,4.8
"124",2021-08-04 16:01:49,258,"360-147",241,58.69181,-140.25937,58.6869,-140.23497,201,207,15.3,5.8
"125",2021-08-05 06:54:45,259,"370-157",142,59.14422,-139.46331,59.13046,-139.46303,107,114,15.8,5.9
"126",2021-08-05 09:39:15,260,"377-153",142,58.93886,-138.86297,58.93932,-138.83681,186,193,15.5,6.1
"127",2021-08-05 14:57:38,261,"377-143",40,58.50957,-138.87115,58.50891,-138.89829,87,94,15.6,6.4
"128",2021-08-05 16:23:25,262,"374-143",143,58.48588,-139.12237,58.49921,-139.11054,99,106,15.4,6.3
"129",2021-08-06 07:02:31,263,"363-145",241,58.5937,-140.01416,58.60434,-140.03036,206,212,15.4,5.9
"130",2021-08-06 09:04:41,264,"367-143",241,58.49728,-139.6568,58.51059,-139.66456,256,263,15.1,5.2
"131",2021-08-06 11:06:40,265,"367-144",241,58.5319,-139.66379,58.5453,-139.66822,256,262,15.1,5.3
"132",2021-08-06 12:42:08,266,"368-145",240,58.57066,-139.56427,58.58296,-139.57483,255,262,14.9,5.2
"133",2021-08-06 14:36:13,267,"370-145",143,58.55663,-139.41547,58.57017,-139.41145,170,177,15.2,6.1
"134",2021-08-06 18:15:34,268,"376-137",143,58.21711,-138.90576,58.22353,-138.92665,185,192,15.3,6.1
"135",2021-08-07 06:56:22,269,"393-136",143,58.16931,-137.55402,58.17343,-137.55374,143,150,15.4,6.2
"136",2021-08-07 07:48:54,270,"394-137",143,58.19928,-137.45704,58.21049,-137.47194,127,133,15.5,6.1
"137",2021-08-07 09:24:43,271,"393-138",143,58.25355,-137.55157,58.26313,-137.57011,132,139,15,6
"138",2021-08-07 12:55:23,272,"401-132",350,57.97928,-136.88003,57.98951,-136.89546,413,419,16.3,4.5
"139",2021-08-07 16:15:05,273,"398-129",340,57.83834,-137.10357,57.83618,-137.07824,409,415,16,4.5
"140",2021-08-08 06:52:56,274,"408-122",150,57.49862,-136.25979,57.51079,-136.27248,106,113,15,6.2
"141",2021-08-08 09:31:43,275,"408-117",351,57.26529,-136.29367,57.27844,-136.30166,317,323,15,4.9
"142",2021-08-08 12:22:50,276,"413-114",50,57.14029,-135.91067,57.15474,-135.9124,82,88,15.3,6.9
"143",2017-07-17 17:05:14,202,"250-140",131,58.35617,-149.34311,58.36268,-149.32167,153,159,12.8,6
"144",2017-07-17 18:11:24,203,"251-141",131,58.37766,-149.27826,58.37812,-149.25268,149,155,12.4,6
"145",2017-07-18 07:02:55,204,"251-153",230,58.98469,-149.29746,58.97211,-149.28748,218,224,12.6,5.5
"146",2017-07-18 09:43:59,205,"255-158",133,59.19643,-148.91049,59.18453,-148.92198,175,181,13.3,6
"147",2017-07-21 07:02:13,206,"245-146",131,58.61345,-149.76919,58.61511,-149.79607,121,127,11.7,6
"148",2017-07-21 11:54:05,207,"253-147",131,58.68368,-149.08701,58.68344,-149.11285,127,133,11.9,6
"149",2017-07-21 14:28:06,208,"256-148",230,58.69955,-148.83519,58.71272,-148.8331,217,223,12.4,5.6
"150",2017-07-21 16:17:45,209,"255-146",131,58.64092,-148.96299,58.64349,-148.93576,122,128,11.9,6
"151",2017-07-21 17:40:33,210,"256-146",131,58.64139,-148.86987,58.63957,-148.8424,125,131,12.1,6
"152",2017-07-22 06:59:22,211,"255-143",131,58.50776,-148.94279,58.50649,-148.91517,104,111,12,6
"153",2017-07-22 09:29:15,212,"258-147",230,58.68166,-148.72566,58.67795,-148.7014,205,211,12.5,5.7
"154",2017-07-22 13:55:13,213,"266-153",330,58.94729,-148.02809,58.93637,-148.04231,430,436,12.9,4.1
"155",2017-07-22 15:53:57,214,"265-155",134,59.05496,-148.13783,59.04682,-148.11675,131,136,12.9,6
"156",2017-07-22 18:24:24,215,"262-157",133,59.12951,-148.34837,59.12772,-148.32255,115,121,12.7,6.1
"157",2017-07-23 06:55:19,216,"262-171",133,59.82672,-148.37251,59.81493,-148.35916,127,133,12.8,5.8
"158",2017-07-23 10:20:54,217,"264-163",133,59.4196,-148.19992,59.42919,-148.21753,195,201,12.6,6.1
"159",2017-07-23 16:19:56,218,"280-164",140,59.47648,-146.87144,59.48901,-146.8805,156,163,13.4,5.8
"160",2017-07-23 18:46:47,219,"279-159",241,59.26058,-146.92063,59.2611,-146.94852,201,207,14.4,5.5
"161",2017-07-24 07:09:53,220,"285-159",341,59.26834,-146.45051,59.26832,-146.4242,399,405,14.1,4.3
"162",2017-07-24 09:46:48,221,"289-161",241,59.35635,-146.17051,59.35751,-146.14452,201,209,14.1,5.9
"163",2017-07-24 13:26:42,222,"292-163",341,59.45907,-145.89182,59.46648,-145.86914,322,329,14.5,4.5
"164",2017-07-24 17:09:08,223,"290-164",140,59.50012,-146.00861,59.5018,-146.03476,145,151,14.7,5.9
"165",2017-07-25 07:25:24,224,"284-168",41,59.70322,-146.55207,59.70261,-146.53423,82,89,13.5,6.9
"166",2017-07-25 09:19:19,225,"285-169",41,59.7214,-146.48741,59.70785,-146.49336,77,83,13.5,7.1
"167",2017-07-25 11:41:22,226,"289-171",41,59.84758,-146.09898,59.84928,-146.12808,86,92,13.1,7.4
"168",2017-07-25 14:37:59,227,"296-168",140,59.66665,-145.57436,59.68134,-145.56813,103,108,13.6,6.2
"169",2017-07-26 07:20:03,228,"322-164",440,59.49718,-143.37427,59.50146,-143.3999,660,666,14.4,3.7
"170",2017-07-26 11:31:11,229,"329-168",241,59.69242,-142.7963,59.69869,-142.77306,235,241,14.9,5
"171",2017-07-26 16:41:45,230,"338-161",241,59.34778,-142.06945,59.35575,-142.09042,220,227,13.9,5.1
"172",2017-07-26 18:58:04,231,"337-161",241,59.36267,-142.14606,59.35394,-142.12591,245,251,14,4.9
"173",2017-07-27 06:54:30,232,"341-168",141,59.68784,-141.83135,59.67902,-141.81097,111,118,14,6.3
"174",2017-07-27 08:42:20,233,"343-169",40,59.70968,-141.68261,59.70198,-141.6618,77,84,13.7,6.9
"175",2017-07-27 10:26:20,234,"345-168",40,59.6625,-141.50365,59.66222,-141.53066,75,82,13.4,6.8
"176",2017-07-27 12:18:25,235,"344-166",141,59.58843,-141.55557,59.59228,-141.58029,115,121,14.9,6.3
"177",2017-07-27 14:06:48,236,"344-164",141,59.50383,-141.56247,59.50812,-141.58692,153,159,15.5,6.3
"178",2017-07-29 07:00:23,237,"339-160",241,59.27408,-141.97318,59.27562,-141.99889,306,311,14.5,4.7
"179",2017-07-29 11:08:38,238,"340-159",241,59.27388,-141.88593,59.26179,-141.87535,225,232,14.2,5.3
"180",2017-07-29 13:50:02,239,"345-157",340,59.17207,-141.50878,59.15966,-141.51865,324,330,14.7,4.5
"181",2017-07-29 16:08:50,240,"348-158",240,59.18933,-141.20755,59.17577,-141.20898,294,300,14.6,5.3
"182",2017-07-29 18:40:48,241,"349-158",240,59.21068,-141.17,59.20006,-141.17249,228,234,14.8,6.3
"183",2017-07-30 07:11:50,242,"347-154",440,59.00258,-141.29665,59.00693,-141.3212,506,512,14.5,4.1
"184",2017-07-30 09:23:59,243,"349-154",341,59.01906,-141.17128,59.02191,-141.18881,311,316,14.5,5.1
"185",2017-07-30 14:19:42,244,"358-149",142,58.77979,-140.43407,58.76951,-140.41667,186,192,14.9,6.3
"186",2017-07-30 15:30:28,245,"358-149",142,58.78081,-140.43643,58.77019,-140.42069,186,193,14.9,6.3
"187",2017-07-30 17:33:12,246,"358-148",241,58.7131,-140.45557,58.70903,-140.43146,206,211,15,5.9
"188",2017-07-31 07:02:05,247,"368-144",241,58.52213,-139.58208,58.51193,-139.56235,257,263,14.8,5.1
"189",2017-07-31 09:20:06,248,"370-146",240,58.64308,-139.43308,58.63956,-139.40828,249,255,15.3,5.2
"190",2019-06-10 07:30:57,75,"134-69",120,55.17651,-158.89488,55.18317,-158.91558,176,183,8.4,5.6
"191",2019-06-10 10:03:05,76,"129-70",13,55.20932,-159.30585,55.21811,-159.32539,84,91,8.3,6.2
"192",2019-06-10 12:20:03,77,"131-75",112,55.42589,-159.15634,55.42891,-159.17954,156,162,9.5,5.8
"193",2019-06-10 14:01:52,78,"130-78",12,55.55995,-159.25019,55.55262,-159.22839,84,91,9.9,6.2
"194",2019-06-10 16:07:37,79,"134-76",12,55.49655,-158.90744,55.49866,-158.93145,83,90,10.1,6.1
"195",2019-06-10 18:53:30,80,"140-80",120,55.66764,-158.45627,55.65819,-158.47401,127,134,10.6,5.9
"196",2019-06-11 07:38:52,81,"145-59",122,54.74614,-158.00605,54.75501,-157.98918,128,135,8.6,5.7
"197",2019-06-11 11:38:11,82,"148-61",122,54.82939,-157.81329,54.83727,-157.794,184,191,8.8,5.7
"198",2019-06-11 14:20:11,83,"153-65",122,54.98103,-157.35154,54.98875,-157.3331,126,133,8.7,6.2
"199",2019-06-11 15:19:11,84,"154-66",122,55.02884,-157.26714,55.04049,-157.25393,139,146,9.2,5.8
"200",2019-06-11 18:14:22,85,"157-68",122,55.14606,-156.98532,55.14298,-157.00783,166,172,8.9,5.5
"201",2019-06-12 07:16:02,86,"149-73",21,55.33832,-157.68452,55.32596,-157.6941,77,84,10.1,6.1
"202",2019-06-12 09:16:35,87,"152-70",21,55.21277,-157.40528,55.20549,-157.42509,90,97,9.4,6.4
"203",2019-06-12 12:25:48,88,"158-67",320,55.08723,-156.91613,55.08202,-156.93673,335,341,9,4.4
"204",2019-06-12 15:33:02,89,"164-68",420,55.15175,-156.47563,55.15176,-156.4991,531,537,9.6,4
"205",2019-06-12 18:05:42,90,"162-70",122,55.23955,-156.65947,55.24029,-156.64297,178,184,9.2,5.4
"206",2019-06-13 07:14:13,91,"170-77",122,55.52998,-155.95525,55.53215,-155.98148,200,206,9.4,5.5
"207",2019-06-13 10:18:12,92,"165-73",122,55.34463,-156.3993,55.33577,-156.38286,160,166,9.6,5.6
"208",2019-06-13 14:19:25,93,"163-72",122,55.29993,-156.53207,55.29128,-156.54996,134,140,NA,6
"209",2019-06-13 17:47:16,94,"162-76",121,55.47808,-156.61161,55.46779,-156.6034,170,176,9.3,5.4
"210",2019-06-14 07:02:07,95,"173-86",22,55.90454,-155.74617,55.91869,-155.73794,37,44,7.8,7.8
"211",2019-06-14 09:03:33,96,"173-87",22,55.96187,-155.73274,55.97761,-155.74013,37,45,7.3,7.3
"212",2019-06-14 15:06:19,97,"171-89",22,56.06841,-155.88247,56.05737,-155.89774,67,74,8.8,6.5
"213",2019-06-14 17:27:13,98,"167-89",220,56.03063,-156.23655,56.01866,-156.24482,206,212,8.7,5.7
"214",2019-06-15 07:09:30,99,"164-84",220,55.80896,-156.49341,55.80774,-156.47057,247,253,9.1,5.4
"215",2019-06-15 09:00:55,100,"161-81",220,55.69713,-156.71693,55.68448,-156.72187,209,215,8,5.2
"216",2019-06-15 11:09:41,101,"157-79",21,55.59313,-157.05945,55.60782,-157.05615,78,85,8.8,7.4
"217",2019-06-15 13:06:43,102,"156-80",21,55.64241,-157.08014,55.62921,-157.07565,79,86,8.6,7.4
"218",2019-06-15 15:13:24,103,"153-80",21,55.63459,-157.39103,55.64557,-157.3767,94,101,9.3,6.7
"219",2019-06-15 18:07:28,104,"153-81",21,55.6791,-157.39053,55.6898,-157.37554,93,99,9.3,6.7
"220",2019-06-16 07:07:49,105,"163-93",121,56.19825,-156.55134,56.21149,-156.5487,193,199,9.4,6.2
"221",2019-06-16 10:13:29,106,"159-87",121,55.96909,-156.85689,55.95637,-156.86437,122,129,8.8,6.4
"222",2019-06-16 12:57:05,107,"152-87",21,55.96739,-157.42005,55.97734,-157.40413,113,119,8.7,6
"223",2019-06-16 14:38:12,108,"152-90",120,56.11071,-157.43784,56.09824,-157.44434,153,159,9.2,6
"224",2019-06-16 17:09:19,109,"146-88",120,55.99807,-157.91485,56.00091,-157.89148,101,107,8.7,6.4
"225",2019-06-18 07:08:58,110,"152-99",120,56.47084,-157.43282,56.48234,-157.4444,172,177,8.6,6.5
"226",2019-06-18 09:36:44,111,"157-97",120,56.38366,-157.05604,56.38305,-157.0796,169,175,9,6.4
"227",2019-06-18 13:06:20,112,"164-103",121,56.6513,-156.48956,56.63828,-156.49309,189,195,9.9,6.1
"228",2019-06-18 15:03:42,113,"162-104",121,56.72855,-156.64536,56.71617,-156.63702,155,160,10.7,6.4
"229",2019-06-18 17:26:25,114,"165-107",121,56.84167,-156.36875,56.85168,-156.35252,180,186,10.6,6.2
"230",2019-06-19 07:12:46,115,"173-119",220,57.3627,-155.71468,57.37521,-155.71868,267,273,9.8,5.9
"231",2019-06-19 09:31:16,116,"172-119",121,57.37793,-155.80211,57.3908,-155.79671,175,181,10.6,6.2
"232",2019-06-19 12:12:31,117,"174-114",220,57.17332,-155.59387,57.16038,-155.59848,265,271,9.8,5.9
"233",2019-06-19 16:12:37,118,"177-105",121,56.74087,-155.33852,56.73117,-155.35504,185,190,10.1,6.1
"234",2019-06-20 07:02:45,119,"169-92",220,56.1878,-156.03153,56.1932,-156.00992,223,229,9.8,5.4
"235",2019-06-20 09:10:31,120,"171-96",121,56.36474,-155.88371,56.3777,-155.87806,172,177,10.2,6.1
"236",2019-06-20 11:45:29,121,"175-102",121,56.59762,-155.51772,56.60712,-155.50054,142,147,10,6.2
"237",2019-06-20 14:47:07,122,"179-101",22,56.58904,-155.25487,56.5763,-155.24313,52,59,9,8.8
